Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,3417,New York City,New York City,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"ConEdison (ConEd) provided data on use of citywide electricityand steam, and natural gas in the Bronx, Manhattan, and parts ofQueens. National Grid reported natural gas use data for Brooklyn,parts of Queens, and Staten Island. The Long Island Power Author-ity (LIPA) reported electricity use data for the Rockaways area ofQueens. Fuel oil use was provided by private fuel oil suppliers, perLocal Law 43 of 2013, which requires fuel oil providers to reportfuel oil deliveries by fuel type to the City on an annual basis. TheNew York Metropolitan Transportation Council (NYMTC) providedon-road transportation vehicle-miles-traveled (VMT) data. Energyuse data for public transit were provided by the MetropolitanTransportation Authority (MTA) for New York City Transit (NYCT)subways and buses, Staten Island Railway (SIR), MTA Metro-NorthRail Road (MNR) and Long Island Railroad (LIRR) commuter rail,and MTA Bus Company buses; by the Port Authority of New Yorkand New Jersey (PANYNJ) for Trans-Hudson (PATH) commuter rail;and New Jersey Transit (NJT) for its commuter rail and buses.Data used to calculate fugitive and process CH4 and process N2Ofrom wastewater treatment were provided by DEP. CH4 emissionswere calculated based on the destruction of volatile material inanaerobic digesters. Based on the measured concentration andflow of volatile organic solids, it is estimated that 15 cubic feet ofdigester gas is produced for every pound of volatile organic solidsdestroyed. N2O emissions were calculated by applying the dailynitrogen load discharged by each of the City’s 14 wastewatertreatment plant to the formula in the LGOP.Fugitive CH4 from in-city landfills was calculated from landfill gascollection data provided by the New York City Department of Sani-tation (DSNY) and DEP per the LGOP. Fugitive CH4 from exportedsolid waste was calculated using waste disposal figures for resi-dential, commercial, and construction and demolition waste andapplying emissions factors from the USCP, which were taken fromEPA’s Waste Reduction Model (WARM). Fugitive CH4 from naturalgas distribution was calculated using data provided by NationalGrid and ConEd. Fugitive SF6 from electricity distribution was cal-culated using data provided by ConEd. .",Yes,"CH4, CO2, N20",,38275608,12417317,,,,,,,,,Decreased,Improved data accuracy,,8622700,2017,POINT (-74.0059 40.7128),2020-05-01T03:57:57.217
2019,35894,Ville de Montreal,Montréal,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,11179649,40031,287832,10384940,11507512,Stayed the same,Emissions have not changed,,1942044,2016,POINT (-73.554 45.5087),2020-05-01T03:57:57.217
2019,69999,Greifswald,Greifswald,Germany,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Other: BISKO methology (standard for german cities),,,CO2,,311.86,,,,,,,,,,Decreased,Technological change,,58043,2018,POINT (12.3923 54.0865),2020-05-01T03:57:57.217
2019,42120,City of Salvador,Salvador,Brazil,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,3242166,366395,90402,3661647,0,Stayed the same,No new inventory to report,,2857329,2018,POINT (-38.5023 -12.973),2020-05-01T03:57:57.217
2019,54687,Prefeitura Municipal de São José dos Campos,São José dos Campos,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"O presente relatório apresenta o inventário realizado de acordo com os requisitos do reporte BASIC+.Foram realizadas reuniões para a coordenação da coleta de dados com atores internos e externos, sendo necessário o levantamento junto a algumas divisões da Prefeitura, como para os setores de Transporte e Resíduos.O processo de coleta dos dados referentes à Refinaria Henrique Lage (REVAP) e da unidade fabril da Monsanto, ambas localizadas dentro dos limites do município, foi realizado por meio de ofícios solicitados pela Prefeitura de São José dos Campos, tendo como resposta o recebimento dos inventários de 2016 e 2017 das duas unidades industriais requisitadas.",No,"CH4, CO2, N20",,,,,,,4180378,152272,39604,4246921,4372256,Do not know,Lack of documentation,,713943,2017,POINT (-45.8783 -23.1848),2020-05-01T03:57:57.217
2019,31172,Mexico City,Mexico City,Mexico,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Other: Principalmente se utilizaron las Directrices del IPCC 2006 para los inventarios nacionales de gases de efecto invernadero. Además metodologías específicas y factores de emisión locales,"Las actividades de aseguramiento de calidad / control de calidad incluyen: revisión de cálculos, gestión de datos, verificación de procedimientos y cálculo de incertidumbre.",,"CH4, CO2, HFCs, N20",50287.75,21340045.82,0,6018252.08,0,13026308.81,,,,,,Increased,Improved data accuracy,,8833416,2016,POINT (-99.1332 19.4326),2020-05-01T03:57:57.217
2019,834258,Municipality of Inriville,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,49688.98,0,2914.17,0,451.5,,,,,,This is our first year of calculation,Other: No es prioritario,,3719,2014,,2020-05-01T03:57:57.217
2019,63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,312054.21,,778840,,126941.27,,,,,,,,,91917,2017,POINT (-80.13 25.7906),2020-05-01T03:57:57.217
2019,50543,Halifax Regional Municipality,Halifax,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"HRM's emissions calculation methodology is entirely based on the GPC Protocol. The 2016 emissions inventory provided here was developed as the baseline inventory for HRM's HalifACT 2050 Climate Action Plan, which represents the municipality's long-term mitigation and adaptation strategy. HRM has retained the technical expertise of a skilled team of external consultants (Sustainability Solutions Group) to develop this inventory using a sophisticated energy & emissions modelling tool called CityInSight. This tool builds a long-term energy & emissions profile for the municipality using population and employment data and projections, detailed energy consumption information based on building archetypes and zoning, induced traffic demand projections and detailed information on energy use/production, waste and wastewater production based on all building stock in the municipality.",No,"CH4, CO2, N20",,,,,,,2357934,3120820,305742,5351364,5648315,Decreased,Improved data accuracy,,441400,2016,POINT (-63.5714 44.6478),2020-05-01T03:57:57.217
2019,60218,Municipality of Karlskrona,Karlskrona,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2016-01-01 - 2016-12-31,Partial – covers part of the city and adjoining areas,Regional or country specific methodology,,,CO2,0,176812,,,,,,,,,,Decreased,Technological change,,66675,2018,POINT (15.5866 56.1616),2020-05-01T03:57:57.217
2019,54337,Greater Amman Municipality,Amman,Jordan,Middle East,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,3561386,4209529,244991,8015906,8015906,Increased,Population increase,,4000000,2019,POINT (35.9284 31.9454),2020-05-01T03:57:57.217
2019,61753,Yilan County Government,Yilan County,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,5620010.88,1755273.6,62522.19,,,Decreased,Behavioural change,,455221,2018,POINT (121.763 24.7309),2020-05-01T03:57:57.217
2019,63862,"City of Ashland, OR",,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, HFCs, N20",,,,,,,70375,68331,234288,,,,,,21117,2017,,2020-05-01T03:57:57.217
2019,839966,Loncopue,Loncopue,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climático, que fue diseñada en base al protocolo GPC para inventarios de emisiones GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,Other,,51,21,,2020-05-01T03:57:57.217
2019,839669,Municipio de San Jose,,Guatemala,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2019-01-01 - 2020-01-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Porque se considero el indicado en nuestro Municipio.,No,"CH4, CO2, N20",,,,,,,135528,24085,195550,355166,,Do not know,Other: Por ser primer inventario,,56907,2019,,2020-05-01T03:57:57.217
2019,43907,City of Indianapolis,Indianapolis,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The Indianapolis community greenhouse gas (GHG) inventory was prepared following the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC)1. This Protocol has been adopted by communities around the Globe to ensure that each report that adheres to its principles is relevant, complete, consistent, transparent and accurate. This report uses the GPC city-induced Basic reporting level approach and provides an inventory of the GHGs released inside the Indianapolis geographic boundary during the years of 2010, 2013 and 2016.”Source: City of Indianapolis and Marion County Greenhouse Gas Emissions Inventory Report for 2010, 2013, and 2016 (p. 4)",No,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,1382323,14630253,,18687167,,Decreased,Technological change,,872680,2019,POINT (-86.1785 39.7676),2020-05-01T03:57:57.217
2019,35854,City of Brussels,Brussels,Belgium,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Other: méthode Bilan Carbone® développée par l’Agence de l’Environnement et de la Maîtrise de l’Energie (ADEME) France,,,"CH4, CO2, N20, SF6",,,,4254080,,,,,,,,Decreased,Other,,179277,2018,POINT (4.34878 50.8505),2020-05-01T03:57:57.217
2019,69824,Västervik,Västervik Municipality,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,Statistics from Statistics Swedenand RUShttp://extra.lansstyrelsen.se/rus/Sv/statistik-och-data/nationell-emissionsdatabas/metod--och-kvalitetsbeskrivning/Pages/default.aspxhttp://www.airviro.smhi.se/cgi-bin/RUS/apub.html_rusreport.cgi,,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,218000,,,,,Decreased,Technological change,,36680,2018,POINT (16.3484 57.9587),2020-05-01T03:57:57.217
2019,11315,City of Manchester,,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-06-28 - 2018-06-26,Same – covers entire city and nothing else,City specific methodology,Manchester's carbon budget and emissions reduction target is based upon  work undertaken  by Tyndall Manchester.  The  methodology uses National BEIS data  for scope 1 and scope 2 emissions only. The methodology does not include  aviation and  shipping.,,CO2,,1967000,,,,,,,,,,Decreased,Other: Move away from coal to produce electricity.,,558700,2019,,2020-05-01T03:57:57.217
2019,55379,Santa Fé Ciudad,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,731417.47,0,234573.28,0,38975.76,,,,,,This is our first year of calculation,Other,,398927,2010,,2020-05-01T03:57:57.217
2019,50384,Prefeitura de Florianópolis,Florianópolis,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,1358385,,,740635,2099020,This is our first year of calculation,Other: Não há estrutura ou pessoal específico na atividade,,495000,2010,POINT (-48.5482 -27.595),2020-05-01T03:57:57.217
2019,839963,Alpa Corral,Alpa Corral,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, N20",,,,,,,,,,,,Do not know,Lack of documentation,,966,2010,,2020-05-01T03:57:57.217
2019,43910,City of Columbus,Columbus,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Basic Reporting.,No,"CH4, CO2, N20",,,,,,,5434813,5088528,1027277,10848255,11550618,Increased,Increased energy/electricity consumption,,892533,2019,POINT (-82.9988 39.9612),2020-05-01T03:57:57.217
2019,50354,Alcaldía de Tegucigalpa,Tegucigalpa,Honduras,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2011-01-01 - 2011-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,5034286,,,1068686.46,1233587,Do not know,Other: the inventory is currently in the proces,,1225043,2017,POINT (-87.2044 14.1051),2020-05-01T03:57:57.217
2019,31180,Región Metropolitana de Santiago,Santiago,Chile,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"In the Metropolitan Region the GHG inventory was made with the BASIC-GPC protocol.Also the Environment Ministry will publish this year the actualization of the regionalization of the GHG inventory of Chile by 2016, this inventory considers 2006 IPCC guidelines to report and has the compilation of data since 1990 (link: www.snichile.cl).",No,"CH4, CO2, N20",,,,,,,16244641,7814351,2596311,23183210,,Decreased,Change in calculation following verification,,7915199,2019,POINT (-70.6693 -33.4489),2020-05-01T03:57:57.217
